app,good_count,bad_count,total_count
com.brain.rot.merge.fight.cnapr,1,0,1
com.flora.fusion,1,0,1
com.flower.match.blast,1,0,1
com.relaxing.flower.match.gp,1,0,1
com.xteleremobilecompanyltd.GoalTile,1,0,1
com.desirephoto.nocroppics,1,0,1
com.kiosoft.uwash,1,0,1
com.honda.mpp.id.ua.prd.android.sp_bxroqmjr,1,0,1
com.vivo.browser,1,0,1
com.fixline.pro,1,0,1
org.chromium.webapk.a571e3ba90d95229b_v2,1,0,1
com.gsi.siapik_sekolah,1,0,1
com.real.short.enjoy.drama.video.every.day,1,0,1
com.truyendiv.scoreboard,1,0,1
tl.bmdl.livin,1,0,1
com.gameyouyou.snacktile,1,0,1
com.hazardcascadeevasion.hdcascadeevasionazar,1,0,1
com.idgowin.ntla234,1,0,1
com.luck109.app,1,0,1
com.lucksvip146.app,1,0,1
id.ndcreative.casual.blossom,1,0,1
org.chromium.webapk.a7fd86748a799adea_v2,1,0,1
antivirus.virus.cleaner.clean.vpn.booster,1,0,1
com.aab.android.otocare,1,0,1
com.garmin.android.apps.gogolink,1,0,1
com.pdf.document.reader.viewer.simple.tool,1,0,1
com.streetid.canonpixmag6020appguide,1,0,1
id.swimmanager.registrationlistofficial,1,0,1
my.id.paksu.pujisyukurkhatolik,1,0,1
org.chromium.webapk.a294c83a84871d2da_v2,1,0,1
org.chromium.webapk.acbc36f71fdf19c93_v2,1,0,1
com.protectstar.antispy.android,1,0,1
com.cometdocs.pdftoword,1,0,1
desa_wisata_nusantara.go.desa_wisata_nusantara,1,0,1
kemendes.pendamping.diary,1,0,1
com.katanlabs.findtheword,1,0,1
com.recovermessages.recoverdeletedmessages.datarecovery,1,0,1
id.go.kemendesa.laporanharian,1,0,1
com.alquranterjemahantajwid.alquran.tajwid.terjemahan.indonesia,1,0,1
com.andromo.dev405941.app440132,1,0,1
com.barribarrie.murottalquranfull30juzmp3offline,1,0,1
com.hijrahkami.panduanhajidanumrahlengkap,1,0,1
com.kakimestudio.MP3ayatayatruqyahampuh,1,0,1
com.siimaaver.archery,1,0,1
com.streetview.penorama.liveearthmap,1,0,1
com.xlsx.reader.xls.excel.viewer.spread.sheets,1,0,1
com.superking.ludo.star,1,0,1
com.com.Versa,1,0,1
com.snapx.tool.video.downloader.nologo2025,1,0,1
com.bladetw.bd,1,0,1
naga1001.aplicdud,1,0,1
co.pintar.platform,1,0,1
com.thevoidmain.memekatta,1,0,1
com.xmonetize.quizzland,1,0,1
ugo.com.play.free.farmington,1,0,1
com.base.commander,1,0,1
com.finance.clicker.idle.business.money.ceo.startup.rich.poor.man.empire.company.tycoon,1,0,1
com.game.thiefmaster.idle,1,0,1
com.gaminho.idleelevenfootball,1,0,1
com.indofun.google.mmoswk,1,0,1
com.mage.goalbattle,1,0,1
com.miniit.iracing,1,0,1
